"order_date","order_id","item_id","product_name","category","product_price","cogs","quantity","total_price","locations"
"2023-08-08","ORD-SB-001414","SB-FRZ00137","Wall's Cornetto Ice Cream PopCornetto 133mL","Ice Cream","16300","12500",1,"16300","Jakarta"
"2023-08-08","ORD-SB-001414","SB-FRZ00138","Glico Wings Ice Cream Haku Tokyo Cheese Delight 110mL","Ice Cream","8800","6700",2,"17600","Jakarta"
"2023-08-08","ORD-SB-001414","SB-FRZ00139","Ice Cream Bulk Neapolitan 8L","Ice Cream","243800","195000",1,"243800","Jakarta"
"2023-08-08","ORD-SB-001414","SB-FRZ00140","Ice Gold Ribbon Cup 6'S","Ice Cream","138200","98700",1,"138200","Jakarta"
"2023-08-08","ORD-SB-001415","SB-FRZ00141","Ice Cream Cornetto Junior Coffee Caramel 80mL","Ice Cream","5800","5000",1,"5800","Jakarta"
"2023-08-08","ORD-SB-001415","SB-FRZ00142","Ice Cream Viennetta Gold 800mL","Ice Cream","65800","47000",1,"65800","Jakarta"
"2023-08-08","ORD-SB-001415","SB-FRZ00143","Ice Cream Mochi Duo Durian 45mL","Ice Cream","6500","5600",1,"6500","Jakarta"
"2023-08-08","ORD-SB-001415","SB-FRZ00144","Ice Cream Paddle Pop Twister Magic 55mL","Ice Cream","5200","4500",1,"5200","Jakarta"
"2023-08-08","ORD-SB-001415","SB-FRZ00145","Ice Cream Magnum Mini Mix 6X45mL","Ice Cream","55000","47800",2,"110000","Jakarta"
"2023-08-08","ORD-SB-001416","SB-FRZ00146","Ice Cream Magnum Cookies & Cream 80mL","Ice Cream","18000","15600",1,"18000","Jakarta"
"2023-08-08","ORD-SB-001416","SB-FRZ00147","Ice Cream Sandwich Biscuit 90mL","Ice Cream","12700","11000",2,"25400","Jakarta"
"2023-08-08","ORD-SB-001416","SB-FRZ00148","Ice Cream Belgian Berry Choco 90mL","Ice Cream","20300","17600",2,"40600","Jakarta"
"2023-08-08","ORD-SB-001416","SB-FRZ00149","Ice Cream 3 In 1 Unicorn 350Ml","Ice Cream","25700","22300",1,"25700","Jakarta"
"2023-08-08","ORD-SB-001416","SB-FRZ00150","Ice Cream Sweet Corn 52G","Ice Cream","4300","3700",1,"4300","Jakarta"
"2023-08-08","ORD-SB-001417","SB-FRZ00151","Chicken Nugget 250 gram","Frozen Food","31800","24400",2,"63600","Jakarta"
"2023-08-08","ORD-SB-001417","SB-FRZ00152","Fish Nugget 300 gram","Frozen Food","46600","35800",1,"46600","Jakarta"
"2023-08-08","ORD-SB-001417","SB-FRZ00153","Crinkle Cut French Fries | Kentang Goreng Frozen (450 gr) ","Frozen Food","26800","20600",1,"26800","Jakarta"
"2023-08-08","ORD-SB-001417","SB-FRZ00154","Chicken Nugget Stick 400 gram","Frozen Food","52400","45500",1,"52400","Jakarta"
"2023-08-08","ORD-SB-001417","SB-FRZ00155","Chicken Nugget Ayam Veggie 400 gr","Frozen Food","54800","47600",2,"109600","Jakarta"
"2023-08-08","ORD-SB-001418","SB-FRZ00156","Fish Roll  500 gr","Frozen Food","26500","23000",1,"26500","Jawa Barat"
"2023-08-08","ORD-SB-001418","SB-FRZ00157","Pempek Adaan Vacum isi 10Pcs","Frozen Food","64400","56000",2,"128800","Jawa Barat"
"2023-08-08","ORD-SB-001418","SB-FRZ00158","Tahu Baso Besar Semarang 12pcs","Frozen Food","53800","43000",1,"53800","Jawa Barat"
"2023-08-08","ORD-SB-001418","SB-FRZ00159","Lumpia Udang  200gr","Frozen Food","40300","35000",2,"80600","Jawa Barat"
"2023-08-08","ORD-SB-001418","SB-FRZ00160","Bakso Sapi Polos 25 pcs","Frozen Food","28200","24500",2,"56400","Jawa Barat"
"2023-08-09","ORD-SB-001419","SB-FRZ00161","Baso Ikan Besar [500g]","Frozen Food","29400","25500",1,"29400","Jakarta"
"2023-08-09","ORD-SB-001419","SB-FRZ00162","Chicken Spring Roll / Lumpia Ayam (210 gr)","Frozen Food","30800","26700",2,"61600","Jakarta"
"2023-08-09","ORD-SB-001419","SB-FRZ00163","Bratwurst Cocktail Original Sosis Sapi 25 pcs ","Frozen Food","38500","33400",2,"77000","Jakarta"
"2023-08-09","ORD-SB-001419","SB-FRZ00164","Donat Kentang Susu Frozen Food 10pcs","Frozen Food","28900","23100",1,"28900","Jakarta"
"2023-08-09","ORD-SB-001419","SB-FRZ00165","Salmon Ball | Bakso / Bola-bola Ikan Salmon - 200 gr","Frozen Food","17300","15000",1,"17300","Jakarta"
"2023-08-09","ORD-SB-001420","SB-LIV00166","Tissue TOWEL Multifold ECONO RED 150s","Household Supplies","8800","6700",1,"8800","Jakarta"
"2023-08-09","ORD-SB-001420","SB-LIV00167","Mama Lemon Sabun Cuci Piring Jeruk Nipis 430 ml","Household Supplies","9800","7500",2,"19600","Jakarta"
"2023-08-09","ORD-SB-001420","SB-LIV00168","Rinso Molto Deterjen Bubuk Rose Fresh 770G","Household Supplies","31900","24500",1,"31900","Jakarta"
"2023-08-09","ORD-SB-001420","SB-LIV00169","Wipol Pel Lantai Karbol Cemara 750Ml ","Household Supplies","20700","18000",1,"20700","Jakarta"
"2023-08-09","ORD-SB-001420","SB-LIV00170","Kispray Botol Bluis 318 ml","Household Supplies","12700","11000",1,"12700","Jakarta"
"2023-08-09","ORD-SB-001421","SB-LIV00171","Kispray Pouch Refill Sapphire 200 ml","Household Supplies","5200","4500",1,"5200","Jakarta"
"2023-08-09","ORD-SB-001421","SB-LIV00172","Baygon Lavender Obat Nyamuk 450 ml","Household Supplies","39500","34300",2,"79000","Jakarta"
"2023-08-09","ORD-SB-001421","SB-LIV00173","Baygon Obat Nyamuk Fresh Scent 200 ml","Household Supplies","20300","17600",1,"20300","Jakarta"
"2023-08-09","ORD-SB-001421","SB-LIV00174","PASEO Kitchen Towel / Calorie Absorb 3in1","Household Supplies","37800","32800",2,"75600","Jakarta"
"2023-08-09","ORD-SB-001421","SB-LIV00175","Tissue BABY Facial Pure Soft 3Ply 130s","Household Supplies","19600","17000",1,"19600","Jakarta"
"2023-08-09","ORD-SB-001422","SB-LIV00176","Anti Bacterial Tissue Basah 25 sheets Wet Wipes","Household Supplies","14300","12400",2,"28600","Jakarta"
"2023-08-09","ORD-SB-001422","SB-LIV00177","Green Tea 2x 550ml Air Disinfectant Spray ","Household Supplies","83400","66700",1,"83400","Jakarta"
"2023-08-09","ORD-SB-001422","SB-LIV00178","Daia Deterjen Bubuk Violet 2.7 kg","Household Supplies","51800","45000",1,"51800","Jakarta"
"2023-08-09","ORD-SB-001422","SB-LIV00179","Daia Hijab Deterjen Bubuk Clean & Fresh 2.7 kg","Household Supplies","54400","43500",1,"54400","Jakarta"
"2023-08-09","ORD-SB-001422","SB-LIV00180","Mr. Muscle Clear Pembersih Kaca Original - 3.7 Liter","Household Supplies","39000","33872",2,"78000","Jakarta"
"2023-08-09","ORD-SB-001423","SB-LIV00181","PEPSODENT WHITE TOOTHPASTE PASTA GIGI PENCEGAH GIGI BERLUBANG 225G","Personal Care","18600","14300",1,"18600","Jawa Barat"
"2023-08-09","ORD-SB-001423","SB-LIV00182","Pepsodent Sikat Gigi Gentle Care Soft - 1Pc","Personal Care","11700","9000",2,"23400","Jawa Barat"
"2023-08-09","ORD-SB-001423","SB-LIV00183","Lifebuoy Sabun Mandi Cair Body Wash Cool Fresh Antibakteri 400Ml","Personal Care","25100","19260",2,"50200","Jawa Barat"
"2023-08-09","ORD-SB-001423","SB-LIV00184","Rexona Women Deodorant Dreamy Bright - 40ml","Personal Care","15200","13140",1,"15200","Jawa Barat"
"2023-08-09","ORD-SB-001423","SB-LIV00185","Rexona Men Deodorant Roll On Invisible Dry 45Ml ","Personal Care","19500","16900",2,"39000","Jawa Barat"
"2023-08-09","ORD-SB-001424","SB-LIV00186","Ponds Men Ultra Bright Oil Fighter Facial Foam 100gr ","Personal Care","30800","26700",2,"61600","Jakarta"
"2023-08-09","ORD-SB-001424","SB-LIV00187","Cetaphil Gentle Skin Cleanser 1000ml Sabun Pembersih Muka","Personal Care","265900","189900",1,"265900","Jakarta"
"2023-08-09","ORD-SB-001424","SB-LIV00188","Peeling Gel + 7x Ceramide Moisturizer","Personal Care","155000","124000",1,"155000","Jakarta"
"2023-08-09","ORD-SB-001424","SB-LIV00189","Bright Beauty Facial Foam 100G","Personal Care","25800","22400",1,"25800","Jakarta"
"2023-08-09","ORD-SB-001424","SB-LIV00190","Head & Shoulders Cool Menthol Shampoo 160 ml","Personal Care","37100","32200",1,"37100","Jakarta"
"2023-08-09","ORD-SB-001425","SB-LIV00191","Sunsilk Shampoo Black Shine 160ml","Personal Care","29400","25500",2,"58800","Jakarta"
"2023-08-09","ORD-SB-001425","SB-LIV00192","Clear Styling Cream Rambut Pria - 100ml","Personal Care","14500","12600",1,"14500","Jakarta"
"2023-08-09","ORD-SB-001425","SB-LIV00193","GATSBY White Up Eau De Toilette Sky Reflection","Personal Care","32200","28000",1,"32200","Jakarta"
"2023-08-09","ORD-SB-001425","SB-LIV00194","Garnier Masker Wajah Light Complete 1pc","Personal Care","26800","23300",2,"53600","Jakarta"
"2023-08-09","ORD-SB-001425","SB-LIV00195","Garnier Bright Complete Anti Acne Bacterial Mask","Personal Care","28800","25000",1,"28800","Jakarta"
"2023-08-09","ORD-SB-001426","SB-LIV00196","Mr. Muscle Toilet Cleaning Gel Lavender Refill 36mL","Household Supplies","21600","18762",1,"21600","Jakarta"
"2023-08-09","ORD-SB-001426","SB-LIV00197","Pembersih Granit Multifungsi Fason Gratine 400ml","Household Supplies","40700","32500",1,"40700","Jakarta"
"2023-08-09","ORD-SB-001426","SB-LIV00198","Super Pell Fresh Apple Pembersih Lantai Pouch 770 ml","Household Supplies","13500","11671",1,"13500","Jakarta"
"2023-08-09","ORD-SB-001426","SB-LIV00199","EMINA SUN PROTECT / SUNSCREEN / SUNBLOCK","Personal Care","31100","27000",1,"31100","Jakarta"
"2023-08-09","ORD-SB-001426","SB-LIV00200","Charm Pembalut Body Fit Extra Maxi 23cm Wing 28 pads","Personal Care","28300","24600",2,"56600","Jakarta"
"2023-08-09","ORD-SB-001427","SB-LIV00201","Charm Pembalut Body Fit Extra Maxi 23cm Non Wing 20 pads","Personal Care","17300","15000",1,"17300","Jakarta"
"2023-08-09","ORD-SB-001427","SB-LIV00202","WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Hitam","Gadgets","211300","169000",1,"211300","Jakarta"
"2023-08-09","ORD-SB-001427","SB-LIV00203","Kabel USB to Lightning Fast Charging","Gadgets","40300","35000",1,"40300","Jakarta"
"2023-08-09","ORD-SB-001427","SB-LIV00204","KEPALA CHARGER QUICK CHARGING TYPEC DUAL USB 30W FAST CHARGE","Gadgets","198800","159000",1,"198800","Jakarta"
"2023-08-09","ORD-SB-001427","SB-LIV00205","Kabel Data Micro USB 18W  Fast Charging Premium Braided  1M","Gadgets","22900","19900",1,"22900","Jakarta"
"2023-08-09","ORD-SB-001428","SB-LIV00206","Baterai  AAA A3","Gadgets","22100","17000",1,"22100","Jawa Barat"
"2023-08-09","ORD-SB-001428","SB-LIV00207","Baterai  AA A2","Gadgets","24400","18700",1,"24400","Jawa Barat"
"2023-08-09","ORD-SB-001428","SB-LIV00208","Steker T-Arde 3 Arah","Gadgets","42500","34000",1,"42500","Jawa Barat"
"2023-08-09","ORD-SB-001428","SB-LIV00209","Lampu LED 20W E27","Gadgets","51800","45000",2,"103600","Jawa Barat"
"2023-08-09","ORD-SB-001428","SB-LIV00210","Lampu Bulb 05 Watt Light E14","Gadgets","42500","34000",1,"42500","Jawa Barat"
"2023-08-10","ORD-SB-001429","SB-LIV00211","Tolak Angin Cair - Dus isi 5 Sachet","Health Products","26700","20500",2,"53400","Jakarta"
"2023-08-10","ORD-SB-001429","SB-LIV00212","cap lang minyak kayu putih 60 ml","Health Products","22100","17000",1,"22100","Jakarta"
"2023-08-10","ORD-SB-001429","SB-LIV00213","Softies Daily Mask 30s isi 30","Health Products","40300","35000",1,"40300","Jakarta"
"2023-08-10","ORD-SB-001429","SB-LIV00214","Masker Earloop 3 Ply | Surgical Mask","Health Products","11500","10000",2,"23000","Jakarta"
"2023-08-10","ORD-SB-001429","SB-LIV00215","Olaif Instant Hand Sanitizer (75% Alcohol) - 100ml - Spray","Health Products","11300","9800",1,"11300","Jakarta"
"2023-08-10","ORD-SB-001430","SB-LIV00216","Nuvo Hand Sanitizer Spray Fresh Blossom 85 ml","Health Products","10100","8700",1,"10100","Jakarta"
"2023-08-10","ORD-SB-001430","SB-LIV00217","Antis Hand Sanitizer Antiseptik Jeruk Nipis Spray 55 ml","Health Products","10300","8900",1,"10300","Jakarta"
"2023-08-10","ORD-SB-001430","SB-LIV00218","Blackmores Calcimag Multi Isi 60 Tablet / Kalsium / Magnesium/ Vit. D3","Health Products","236600","169000",1,"236600","Jakarta"
"2023-08-10","ORD-SB-001430","SB-LIV00219","BLACKMORES PREGNANCY AND BREASTFEEDING GOLD BPOM KALBE - 60 kapsul","Health Products","256300","205000",1,"256300","Jakarta"
"2023-08-10","ORD-SB-001430","SB-LIV00220","Hansaplast Antiseptik Tetes 20mL - Pembersih Luka Tanpa Rasa Perih","Health Products","15800","13700",1,"15800","Jakarta"
"2023-08-10","ORD-SB-001431","SB-LIV00221","Hansaplast Kain Elastis Mix 10's - Plester Lentur Kulit Mudah Bernapas","Health Products","7300","6272",2,"14600","Jakarta"
"2023-08-10","ORD-SB-001431","SB-LIV00222","MINYAK ANGIN FRESH CARE 10 ML","Health Products","12700","10966",1,"12700","Jakarta"
"2023-08-10","ORD-SB-001431","SB-LIV00223","Madurasa Madu Original Box 12 sachet x 20 gram","Health Products","12500","10829",2,"25000","Jakarta"
"2023-08-10","ORD-SB-001431","SB-LIV00224","Madu TJ Masuk Angin 140 Gr ","Health Products","19900","17300",1,"19900","Jakarta"
"2023-08-10","ORD-SB-001431","SB-LIV00225","KOYO SALONPAS UKURAN BESAR / PEGAL LINU / NYERI OTOT","Health Products","11500","10000",1,"11500","Jakarta"
"2023-08-10","ORD-SB-001432","SB-GRO001","Pringles Cheesy Cheese Keripik 102gr","Snacks & Drinks","26000","20000",2,"52000","Jakarta"
"2023-08-10","ORD-SB-001432","SB-GRO002","Qtela Kerupuk Keriting Original 180 gram","Snacks & Drinks","10300","7890",2,"20600","Jakarta"
"2023-08-10","ORD-SB-001432","SB-GRO003","Cereal SIMBA Choco Chips Bag 1 kg","Snacks & Drinks","46500","35764",1,"46500","Jakarta"
"2023-08-10","ORD-SB-001432","SB-GRO004","Pocky Biskuit Stik Almond 36 gram","Snacks & Drinks","7700","6678",1,"7700","Jakarta"
"2023-08-10","ORD-SB-001432","SB-GRO005","Monde Serena Snack Gold 50gr","Snacks & Drinks","4000","3475",2,"8000","Jakarta"
"2023-08-10","ORD-SB-001433","SB-GRO006","Monde Genji Strawberry Soft Pie 85gr","Snacks & Drinks","8700","7512",2,"17400","Jawa Barat"
"2023-08-10","ORD-SB-001433","SB-GRO007","Coca-Cola Original - Botol 1.5lt","Snacks & Drinks","10900","9401",2,"21800","Jawa Barat"
"2023-08-10","ORD-SB-001433","SB-GRO008","Tebs Tea With Soda Sparkling Mix Fruit Botol 500 ml","Snacks & Drinks","7600","6577",2,"15200","Jawa Barat"
"2023-08-10","ORD-SB-001433","SB-GRO009","Special Edition Tumbler Vacuum Insulated 316 590ML","Snacks & Drinks","105000","75000",1,"105000","Jawa Barat"
"2023-08-10","ORD-SB-001433","SB-GRO0010","Root Beer Can 330 ml","Snacks & Drinks","8800","7651",2,"17600","Jawa Barat"
"2023-08-10","ORD-SB-001434","SB-GRO0011","Aqua Air Mineral Botol 1.5 liter","Snacks & Drinks","5200","4500",2,"10400","Jakarta"
"2023-08-10","ORD-SB-001434","SB-GRO0012","AQUA Air Mineral 600ml x 12 botol","Snacks & Drinks","53800","43000",1,"53800","Jakarta"
"2023-08-10","ORD-SB-001434","SB-GRO0013","Nestle MILO Coklat Nuggets 25g","Snacks & Drinks","118600","103123",1,"118600","Jakarta"
"2023-08-10","ORD-SB-001434","SB-GRO0014","Delfi Chacha Peanut Chocolate 40 gram","Snacks & Drinks","8700","7541",2,"17400","Jakarta"
"2023-08-10","ORD-SB-001434","SB-GRO0015","Delfi Cokelat Hot Cocoa 3in1 isi 5 pcs x 25 gram","Snacks & Drinks","18200","15741",2,"36400","Jakarta"
"2023-08-10","ORD-SB-001435","SB-GRO0016","ABC Saus Sambal Extra Pedas 380 g","Condiments","16100","12314",1,"16100","Jakarta"
"2023-08-10","ORD-SB-001435","SB-GRO0017","ABC Saus Sambal Extra Pedas 275 ml","Condiments","14900","11412",1,"14900","Jakarta"
"2023-08-10","ORD-SB-001435","SB-GRO0018","Bango Kecap Manis 135Ml","Condiments","13600","10412",1,"13600","Jakarta"
"2023-08-10","ORD-SB-001435","SB-GRO0019","ABC Saus Sambal Asli Jerigen 5.5 kg","Condiments","94000","75131",1,"94000","Jakarta"
"2023-08-10","ORD-SB-001435","SB-GRO0020","BUMBU RACIK INDOFOOD - BUMBU MASAK INSTAN - Sayur Sop","Condiments","2900","2480",2,"5800","Jakarta"
"2023-08-10","ORD-SB-001436","SB-GRO0021","BUMBU RACIK INDOFOOD - BUMBU MASAK INSTAN - Nasi Goreng","Condiments","2900","2480",2,"5800","Jakarta"
"2023-08-10","ORD-SB-001436","SB-GRO0022","Lemonilo Alamami Bumbu Masak Praktis Ayam Goreng Lengkuas 40g","Condiments","8700","7560",2,"17400","Jakarta"
"2023-08-10","ORD-SB-001436","SB-GRO0023","BUMBU MASAK BAMBOE BULGOGI","Condiments","7800","6751",2,"15600","Jakarta"
"2023-08-10","ORD-SB-001436","SB-GRO0024","MUNIK Bumbu Tom Yam Bumbu Masak Instan [130 gr]","Condiments","66700","47610",1,"66700","Jakarta"
"2023-08-10","ORD-SB-001436","SB-GRO0025","Lemonilo Alamami Bumbu Masak Praktis Ayam Goreng Kremes 25g","Condiments","5000","4317",2,"10000","Jakarta"
"2023-08-10","ORD-SB-001437","SB-GRO0026","Bango Kecap Manis Pouch 735 ml - Unilever","Condiments","41000","35600",2,"82000","Jakarta"
"2023-08-10","ORD-SB-001437","SB-GRO0027","LEE KUM KEE Soy Sauce Dark Premium Kecap Hitam 500 ml","Condiments","60400","43124",1,"60400","Jakarta"
"2023-08-10","ORD-SB-001437","SB-GRO0028","Tropicana Slim Kecap Asin 200ml - Rendah Garam","Condiments","27000","23465",1,"27000","Jakarta"
"2023-08-10","ORD-SB-001437","SB-GRO0029","Sedaap Kecap Manis Kedelai Hitam Spesial 520 ml","Condiments","20200","17541",2,"40400","Jakarta"
"2023-08-10","ORD-SB-001437","SB-GRO0030","ABC Terasi Udang 20 x 3.8 g","Condiments","6300","5416",1,"6300","Jakarta"
"2023-08-10","ORD-SB-001438","SB-GRO0031","Indomie Goreng Original Mie Instan 85 gram","Dry Food","3100","2345",2,"6200","Jawa Barat"
"2023-08-10","ORD-SB-001438","SB-GRO0032","Indomie Rebus Soto Mie Instan 70 gram","Dry Food","3000","2243",2,"6000","Jawa Barat"
"2023-08-10","ORD-SB-001438","SB-GRO0033","Indomie Rebus Kari Ayam Mie Instan 72 gram","Dry Food","3000","2243",1,"3000","Jawa Barat"
"2023-08-10","ORD-SB-001438","SB-GRO0034","Indomie Japanese Miso Ramen","Dry Food","6300","5412",1,"6300","Jawa Barat"
"2023-08-10","ORD-SB-001438","SB-GRO0035","1 ctn - Indomie Kaldu Ayam 75 gr","Dry Food","135900","108712",1,"135900","Jawa Barat"
"2023-08-10","ORD-SB-001439","SB-GRO0036","Nongshim Chapagetti 140 Gr","Dry Food","28500","20300",1,"28500","Jakarta"
"2023-08-10","ORD-SB-001439","SB-GRO0037","San Remo Pasta Panne Original Gluten Free 350 gram","Dry Food","56500","40300",1,"56500","Jakarta"
"2023-08-10","ORD-SB-001439","SB-GRO0038","Cassava Pasta Mac and Cheese","Dry Food","27000","23400",2,"54000","Jakarta"
"2023-08-10","ORD-SB-001439","SB-GRO0039","La Fonte Lasagna Sheets - 230 gram","Dry Food","21600","18700",1,"21600","Jakarta"
"2023-08-10","ORD-SB-001439","SB-GRO0040","Mie Korea Gluten Free Ladang Lima 94gr - Instant Korean Noodle","Dry Food","8700","7500",2,"17400","Jakarta"
"2023-08-11","ORD-SB-001440","SB-GRO0041","La Fonte Penne Ziti Rigate Pasta 450 gram","Dry Food","19000","16500",1,"19000","Jakarta"
"2023-08-11","ORD-SB-001440","SB-GRO0042","Pop Mie Rasa Ayam Bawang Jumbo","Dry Food","5200","4500",2,"10400","Jakarta"
"2023-08-11","ORD-SB-001440","SB-GRO0043","Pop Mie Mie Instan Baso Sapi Mini Cup 35 gram","Dry Food","4000","3400",1,"4000","Jakarta"
"2023-08-11","ORD-SB-001440","SB-GRO0044","Bogasari Segitiga Biru Premium Tepung Terigu 1 kg","Condiments","11800","10200",2,"23600","Jakarta"
"2023-08-11","ORD-SB-001440","SB-GRO0045","Sasa Tepung Bumbu Serbaguna Original Fortified 210 gram","Condiments","7800","6700",2,"15600","Jakarta"
"2023-08-11","ORD-SB-001441","SB-GRO0046","Sumo Merah Beras Putih 5 kg","Sembako","74600","57312",1,"74600","Jakarta"
"2023-08-11","ORD-SB-001441","SB-GRO0047","Gulaku Tebu Gula Pasir 1 kg","Sembako","14600","11200",1,"14600","Jakarta"
"2023-08-11","ORD-SB-001441","SB-GRO0048","Sania Sawit Minyak Goreng Pouch 2 liter","Sembako","41800","32100",2,"83600","Jakarta"
"2023-08-11","ORD-SB-001441","SB-GRO0049","Minyak Goreng Kelapa Barco 2 L","Sembako","85700","61200",1,"85700","Jakarta"
"2023-08-11","ORD-SB-001441","SB-GRO0050","SANIA BERAS 5KG","Sembako","65300","56700",2,"130600","Jakarta"
"2023-08-11","ORD-SB-001442","SB-GRO0051","Topi Koki Sentra Ramos Beras Putih 5 kg","Sembako","70700","61432",1,"70700","Jakarta"
"2023-08-11","ORD-SB-001442","SB-GRO0052","BERAS RAJA ULTIMA 5KG","Sembako","66200","57541",1,"66200","Jakarta"
"2023-08-11","ORD-SB-001442","SB-GRO0053","Rose Brand Tebu Gula Pasir 1 kg","Sembako","14200","12300",1,"14200","Jakarta"
"2023-08-11","ORD-SB-001442","SB-GRO0054","Tropicana Slim Classic Refill 500gr - Pengganti Gula","Sembako","128500","91765",1,"128500","Jakarta"
"2023-08-11","ORD-SB-001442","SB-GRO0055","TROPICAL MINYAK GORENG BOTOL 2 L","Sembako","32100","27861",2,"64200","Jakarta"
"2023-08-11","ORD-SB-001443","SB-GRO0056","Dolpin Iodium Garam Dapur 250 gram","Condiments","4300","3712",2,"8600","Jawa Barat"
"2023-08-11","ORD-SB-001443","SB-GRO0057","Himalayan Salt 1 Kg","Condiments","45100","32176",1,"45100","Jawa Barat"
"2023-08-11","ORD-SB-001443","SB-GRO0058","Ladaku Merica Lada Bubuk isi 6 pcs Pepper","Condiments","7500","6512",1,"7500","Jawa Barat"
"2023-08-11","ORD-SB-001443","SB-GRO0059","Francis Organic Kacang Almond Panggang 31 gram","Snacks & Drinks","14200","12300",2,"28400","Jawa Barat"
"2023-08-11","ORD-SB-001443","SB-GRO0060","Wafer Coklat Superstar Triple Chocolate Box 12 Pcs @ 216 Gr","Snacks & Drinks","13600","11751",1,"13600","Jawa Barat"
"2023-08-11","ORD-SB-001444","SB-FRS0061","Buah Naga Merah 1 kg","Fruits ","31900","24500",2,"63800","Jakarta"
"2023-08-11","ORD-SB-001444","SB-FRS0062","Apel Fuji 1 Kg","Fruits ","40800","31341",2,"81600","Jakarta"
"2023-08-11","ORD-SB-001444","SB-FRS0063","Alpukat Mentega /kg","Fruits ","41200","31651",1,"41200","Jakarta"
"2023-08-11","ORD-SB-001444","SB-FRS0064","Jeruk Lemon Import 1 kg","Fruits ","31600","27451",1,"31600","Jakarta"
"2023-08-11","ORD-SB-001444","SB-FRS0065","Pisang Tanduk /pcs","Fruits ","7800","6712",1,"7800","Jakarta"
"2023-08-11","ORD-SB-001445","SB-FRS0066","Buah Pepaya Potong - 1 pack","Fruits ","14400","12450",2,"28800","Jakarta"
"2023-08-11","ORD-SB-001445","SB-FRS0067","Buah Naga Potong - 1 pack ","Fruits ","14400","12450",2,"28800","Jakarta"
"2023-08-11","ORD-SB-001445","SB-FRS0068","Buah Semangka Potong 350 gram Sayurbox","Fruits ","14400","12450",2,"28800","Jakarta"
"2023-08-11","ORD-SB-001445","SB-FRS0069","Buah Jeruk Nipis Value Bulk - 1 Kg","Fruits ","31700","27541",1,"31700","Jakarta"
"2023-08-11","ORD-SB-001445","SB-FRS0070","King Fruit Durian Super Montong Premium Durian berat 500 Gram","Fruits ","150800","107651",1,"150800","Jakarta"
"2023-08-11","ORD-SB-001446","SB-FRS0071","Buah Nanas Palembang /pcs","Fruits ","12600","10871",1,"12600","Jakarta"
"2023-08-11","ORD-SB-001446","SB-FRS0072","Melon Sakata Organik 1pcs ","Fruits ","61300","43716",1,"61300","Jakarta"
"2023-08-11","ORD-SB-001446","SB-FRS0073","Strawberry Sweetheart Hidroponik 125 g ","Fruits ","19300","16765",1,"19300","Jakarta"
"2023-08-11","ORD-SB-001446","SB-FRS0074","Pear Packham 1 kg","Fruits ","34000","29561",2,"68000","Jakarta"
"2023-08-11","ORD-SB-001446","SB-FRS0075","Pisang Ambon / Sisir","Fruits ","21600","18761",2,"43200","Jakarta"
"2023-08-11","ORD-SB-001447","SB-FRS0076","Bawang Putih 250 gram","Vegetables","13400","10300",2,"26800","Jakarta"
"2023-08-11","ORD-SB-001447","SB-FRS0077","Tempe Besar Value - 1 pcs","Vegetables","8800","6700",1,"8800","Jakarta"
"2023-08-11","ORD-SB-001447","SB-FRS0078","Bayam Hijau Conventional 250 gram","Vegetables","4900","3700",1,"4900","Jakarta"
"2023-08-11","ORD-SB-001447","SB-FRS0079","Baby Caisim Hidroponik 200 gram","Vegetables","29300","25411",1,"29300","Jakarta"
"2023-08-11","ORD-SB-001447","SB-FRS0080","Buncis Conventional 250 gram ","Vegetables","7500","6511",2,"15000","Jakarta"
"2023-08-11","ORD-SB-001448","SB-FRS0081","Sayur Romaine Lettuce Organik 250 Gram","Vegetables","14500","12541",2,"29000","Jawa Barat"
"2023-08-11","ORD-SB-001448","SB-FRS0082","Seledri Stick Import ","Vegetables","20300","17651",1,"20300","Jawa Barat"
"2023-08-11","ORD-SB-001448","SB-FRS0083","Jamur Champignon Natural /250g","Vegetables","18200","15761",2,"36400","Jawa Barat"
"2023-08-11","ORD-SB-001448","SB-FRS0084","Jamur Enokitake 100 G","Vegetables","5000","4317",2,"10000","Jawa Barat"
"2023-08-11","ORD-SB-001448","SB-FRS0085","Tomat Cherry Organik /250 g","Vegetables","27900","19871",1,"27900","Jawa Barat"
"2023-08-11","ORD-SB-001449","SB-FRS0086","Wortel Brastagi 1 kg","Vegetables","20400","17699",2,"40800","Jakarta"
"2023-08-11","ORD-SB-001449","SB-FRS0087","Kentang Dieng Value - 1 Kg ","Vegetables","25900","22456",1,"25900","Jakarta"
"2023-08-11","ORD-SB-001449","SB-FRS0088","Jahe Value - 200 gram ","Vegetables","6600","5670",2,"13200","Jakarta"
"2023-08-11","ORD-SB-001449","SB-FRS0089","Salad To Go American Mix 150 gram","Vegetables","23000","20000",2,"46000","Jakarta"
"2023-08-11","ORD-SB-001449","SB-FRS0090","Salad To Go Simply Lettuce 150 gram","Vegetables","23000","20000",1,"23000","Jakarta"
"2023-08-11","ORD-SB-001450","SB-FRS0091","Telur Ayam Negeri 10 pcs","Eggs & Dairy Products","23000","17651",2,"46000","Jakarta"
"2023-08-11","ORD-SB-001450","SB-FRS0092","Ultra Milk Full Cream Susu UHT 1 liter","Eggs & Dairy Products","18900","14517",1,"18900","Jakarta"
